"member_casual","start_station_name","count_station"
"casual","Public Rack - Hoyne Ave & 110th Pl","7"
"casual","Public Rack - Marshfield Ave & 87th St","7"
"casual","Public Rack - Avers Ave & Archer Ave","7"
"casual","Public Rack - Western Ave & 47th Pl","7"
"casual","Public Rack - Rutherford Ave & Belmont Ave","7"
"casual","Public Rack - Jeffrey Blvd & 71st St","7"
"casual","Public Rack - Ozark Ave & Addison St","7"
"casual","Public Rack - Sayer & Northwest Hwy","7"
"casual","South Chicago Ave & Elliot Ave","7"
"casual","Public Rack - Milwaukee Ave & Warner Ave","7"
"casual","Public Rack - Spaulding Ave & Bryn Mawr Ave","7"
"casual","Public Rack - 111th St - Morgan Park Metra","7"
"casual","Public Rack - Northwest Hwy & Bryn Mawr","7"
"casual","Public Rack - Central Ave & George St","7"
"casual","Public Rack - Keating & Peterson","7"
"casual","Public Rack - Norwood Park Station ","7"
"casual","Public Rack - Western Ave & 104th St - East","7"
"casual","Public Rack - Clyde Ave & 87th St","7"
"casual","Public Rack - Marshfield Ave & 45th St","7"
"casual","Public Rack - Pratt Ave & Odell Ave","7"
"casual","Public Rack - Christiana Ave & Bryn Mawr Ave","7"
"casual","Public Rack - Austin Ave & Archer Ave","7"
"casual","Public Rack - Ave N & 106th St","7"
"casual","Public Rack - Racine Ave & 74th St","6"
"casual","Public Rack - Lorel Ave & Grand Ave","6"
"casual","Public Rack - Halsted St & 64th St","6"
"casual","Public Rack - Neva & Foster","6"
"casual","Public Rack - Chase Ave & Touhy Ave - NW","6"
"casual","Public Rack - Chopin Park","6"
"casual","Public Rack - Austin Ave & Roscoe St","6"
"casual","Public Rack - Elston Ave & Gunnison St","6"
"casual","Public Rack - Irving Park Rd & Menard Ave","6"
"casual","Public Rack - Newland Ave & Diversey Ave","6"
"casual","Public Rack - Ewing Ave & 106th St","6"
"casual","Public Rack - Kedzie Ave & 61st Pl E","6"
"casual","Monitor Ave & Division St","6"
"casual","Public Rack - Hamlin Ave & Grand Ave","6"
"casual","Spaulding Ave & 63rd","6"
"casual","Lawler Ave & North Ave","6"
"casual","Public Rack - Kedzie Ave & 83rd St","6"
"casual","Public Rack - Buffalo Ave & 89th St","6"
"casual","Public Rack - Abbott Park","6"
"casual","Public Rack - Normandy Ave & Archer Ave","6"
"casual","Public Rack - Kenton & Lawrence","6"
"casual","Public Rack - Irving Park Rd & Melvina Ave","6"
"casual","Public Rack - Ewing Ave & 101st St","6"
"casual","Public Rack - Pulaski & 52nd","6"
"casual","Public Rack - Kedzie Ave & Pershing Rd","6"
"casual","Public Rack - Central Ave & North Ave","6"
"casual","Public Rack - California Ave & Touhy Ave - SW","6"
"casual","Public Rack - Springfield & 71st","5"
"casual","Public Rack - Albany Ave & 63rd St","5"
"casual","Public Rack - Milwaukee Ave & Waveland Ave","5"
"casual","Public Rack - Kenneth Ave & 63rd St W","5"
"casual","Public Rack - 10557 S Western Ave","5"
"casual","Public Rack - Mt Greenwood Library - South","5"
"casual","Public Rack - Western Ave & Jarvis Ave","5"
"casual","Public Rack - Sawyer Ave & Bryn Mawr Ave - SW","5"
"casual","Public Rack - Kedzie Ave & 62nd Pl","5"
"casual","Public Rack - Canty Elementary School","5"
"casual","Lexington & California Ave","5"
"casual","Public Rack - Kedzie Ave & 61st Pl W","5"
"casual","Public Rack - Bernard St & Foster Ave","5"
"casual","Public Rack - Odell & Talcott","5"
"casual","Public Rack - Montrose Ave & Lavergne Ave","5"
"casual","Public Rack - Kedzie Ave & 54th St - SW","5"
"casual","Merrimac Park","5"
"casual","Public Rack - Ewing Ave & 99th St","5"
"casual","Public Rack - Christiana Ave & Lawrence Ave","5"
"casual","Public Rack - Central Park Ave & Fulton Blvd","5"
"casual","Public Rack - Hoyne Ave & 51st St","5"
"casual","Public Rack - Linder & 51st","5"
"casual","Public Rack - Chappel Ave & 71st St","5"
"casual","Public Rack - Division St & Christiana Ave","5"
"casual","Public Rack - Colfax Ave & 83rd St","5"
"casual","Public Rack - Chase Ave & Touhy Ave - NE","5"
"casual","Public Rack - Cicero & Rosemont","5"
"casual","Public Rack - Norwood Park","5"
"casual","Public Rack - Marquette Ave & 83rd St","5"
"casual","Public Rack - Avenue M & 132nd St","5"
"casual","Public Rack - Pulaski Rd & 51st Rd","5"
"casual","Public Rack - Avenue J & 112th St","5"
"casual","Public Rack - Kolin Ave & Archer Ave","5"
"casual","Public Rack - Hiawatha Ave & Minnehaha Ave","4"
"casual","Public Rack - Harriet E Sayre Public School","4"
"casual","Public Rack - Indiana Ave & 111th St","4"
"casual","Public Rack - Kedzie Ave & Walnut St","4"
"casual","Public Rack - Kimbark Ave & 67th St","4"
"casual","Public Rack - Hamlin Ave & Madison St","4"
"casual","Public Rack - McCormick Blvd & Devon Ave","4"
"casual","Public Rack - Michele Clark Magnet High School","4"
"casual","Public Rack - Halsted St & 80th St","4"
"casual","Public Rack - Osceola Ave & Touhy Ave","4"
"casual","Public Rack - Ottowa Ave & Touhy Ave","4"
"casual","Public Rack - Ozman & Talcott","4"
"casual","Public Rack - Peoria St & 60th St","4"
"casual","Public Rack - Pulaski Rd & 65th St","4"
"casual","Public Rack - Pulaski Rd & 83rd St","4"
"casual","Public Rack - Saginaw Ave & 93rd St","4"
"casual","Public Rack - Fairfield Ave & 63rd St","4"
"casual","Public Rack - St Louis & Columbus","4"
"casual","Public Rack - State St & 47th st","4"
"casual","Public Rack - Strohacker Park","4"
"casual","Public Rack - The Montessori School of Englewood","4"
"casual","Public Rack - Throop St & 109th Pl","4"
"casual","Public Rack - Vincennes Ave & 95th St","4"
"casual","Public Rack - Ewing Ave & Indianapolis Ave","4"
"casual","Public Rack - West Chatham Park","4"
"casual","Public Rack - Western Ave & 107th St","4"
"casual","Public Rack - Western Ave & 118th St","4"
"casual","Public Rack - Western Ave & 96th St","4"
"casual","Public Rack - Whipple St & 63rd St","4"
"casual","Public Rack - Emerald Ave & 43rd St","4"
"casual","Public Rack - Cottage Grove & 86th St","4"
"casual","Public Rack - Central Ave & Adams St","4"
"casual","Public Rack - California & 87th","4"
"casual","Public Rack - Bell Ave & 95th St","4"
"casual","Public Rack - Baltimore Ave & 132nd St","4"
"casual","Spaulding Ave & 16th","4"
"casual","Public Rack - Avenue J & 102nd St","4"
"casual","Kildare & Chicago Ave","4"
"casual","California Ave & Madison St","4"
"casual","Public Rack - California & 71st","3"
"casual","Public Rack - 10101 S Stony Island Ave","3"
"casual","Public Rack - Oketo & Talcott","3"
"casual","Public Rack - Buffalo Ave & 133rd St","3"
"casual","Public Rack - Parnell Ave & 98th St","3"
"casual","Public Rack - Peterson Ave & Drake Ave","3"
"casual","Public Rack - Piotrowski Park","3"
"casual","Public Rack - Archer Park","3"
"casual","Public Rack - Artesian & 71st","3"
"casual","Public Rack - Prairie Ave & 78th St","3"
"casual","Public Rack - Lake Park Ave & 47th St","3"
"casual","Public Rack - Kedzie & 103rd St - East","3"
"casual","Public Rack - Cornell Ave & 87th Pl","3"
"casual","Public Rack - Prairie Ave & 85th St","3"
"casual","Public Rack - Homan Ave & Roosevelt","3"
"casual","Public Rack - Western Ave & 111th St - SE","3"
"casual","Public Rack - Austin Ave & Wellington Ave","3"
"casual","Public Rack - Laporte Ave & Armitage Ave","3"
"casual","Public Rack - Christiana Ave & 55th St","3"
"casual","Public Rack - Fullerton Ave & Lavergne Ave","3"
"casual","Spaulding Ave & 63rd St","3"
"casual","Public Rack - Racine Ave & 83rd St","3"
"casual","Public Rack - Western Ave & 107th Pl","3"
"casual","Public Rack - Pullman - Planet Fitness","3"
"casual","Public Rack - Harvey Ave & North Ave","3"
"casual","Public Rack - Avenue J & 106th St","3"
"casual","Public Rack - Linder & Elston","3"
"casual","Public Rack - Western Ave & 106th St - East","3"
"casual","Public Rack - Western Ave & 104th St - West","3"
"casual","Public Rack - Higgins Ave & Neva Ave","3"
"casual","Lamon Ave & 47th St","3"
"casual","Public Rack - Kedvale Ave & Addison St","3"
"casual","Public Rack - Central Park Ave & Ogden Ave","3"
"casual","Public Rack - Kedzie Ave & 64th St - SE","3"
"casual","Public Rack - Mason Ave & Archer Ave","3"
"casual","Public Rack - Mason Ave & Roosevelt Rd","3"
"casual","Public Rack - East End Ave & 75th St","3"
"casual","Public Rack - Washtenaw Ave & 63rd St","3"
"casual","Public Rack - Walden Pkwy & 99th St","3"
"casual","Public Rack - Wabash Ave & 87th St","3"
"casual","Public Rack - Kenneth Ave & 63rd St E","3"
"casual","Public Rack - McVicker & 52nd","3"
"casual","Public Rack - Vincennes Ave & 95th Pl","3"
"casual","Public Rack - Kedvale Ave & Peterson Ave","3"
"casual","Public Rack - Ewing Ave & 105th St","3"
"casual","Public Rack - Halsted St & 41st St","3"
"casual","Public Rack - Morgan St & 87th St","3"
"casual","Mozart St & 79th St","3"
"casual","Public Rack - Kildare Ave & 63rd St","3"
"casual","Public Rack - Canfield & Victoria","3"
"casual","Public Rack - Newcastle Ave & Belden Ave","3"
"casual","Public Rack - Newcastle Ave & Belmont Ave","3"
"casual","Public Rack - Komensky Ave & 26th St","3"
"casual","Public Rack - Newcastle Ave & Wellington Ave","3"
"casual","Public Rack - Kostner & Peterson","3"
"casual","Public Rack - California Ave & Touhy Ave - midblock","3"
"casual","Public Rack - Laflin St & 51st St","3"
"casual","Public Rack - Oak Park & Higgins","3"
"casual","Western Ave & 81st St","3"
"casual","Public Rack - Octavia Ave & Touhy Ave","3"
"casual","Public Rack - Devon Ave & Central Ave","2"
"casual","Public Rack - Commercial Ave & 89th St","2"
"casual","Public Rack - Emerald Ave & 45th St","2"
"casual","Public Rack - Ewing Ave & 102nd St","2"
"casual","Public Rack - Yates Ave & 100th St","2"
"casual","Public Rack - Cicero Ave & Le Moyne St - midblock","2"
"casual","Public Rack - Western Ave & 98th St","2"
"casual","Public Rack - Western Ave & 79th St","2"
"casual","Public Rack - Champlain Ave & 134th St","2"
"casual","Public Rack - Wentworth Ave & 103rd St","2"
"casual","Public Rack - Central Park Ave & Fillmore St","2"
"casual","Public Rack - W. Talcott & N. Oriole","2"
"casual","Public Rack - Tuley (Murray) Park","2"
"casual","Public Rack - Harvard Ave & 119th St","2"
"casual","Public Rack - Torrence Ave  & 106th St","2"
"casual","Public Rack - Calumet Ave & 103rd St","2"
"casual","Public Rack - Exchange Ave & 73rd Pl","2"
"casual","Public Rack - California Ave & Pershing Rd","2"
"casual","Public Rack - Springfield Ave & 63rd St","2"
"casual","Public Rack - Brandon Ave & 91st St","2"
"casual","Public Rack - Brainerd Park","2"
"casual","Public Rack - Rutherford & 53rd","2"
"casual","Public Rack - Rockwell Ave & 71st St","2"
"casual","Public Rack - Homan & 77th","2"
"casual","Public Rack - Rockwell & 111th St","2"
"casual","Public Rack - Avers Ave & Ogden Ave","2"
"casual","Public Rack - Austin Branch Chicago Public Library","2"
"casual","Public Rack - Pulaski Rd & 41st","2"
"casual","Public Rack - Pulaski & Ardmore","2"
"casual","Public Rack - Pulaski & 74th","2"
"casual","Public Rack - Ashland Ave & 83rd St","2"
"casual","State St & 45th St","2"
"casual","Public Rack - Princeton Ave & 43rd St","2"
"casual","Public Rack - Pittsburgh Ave & Irving Park","2"
"casual","Public Rack - Albany Ave & 111th St - NW","2"
"casual","Public Rack - Aida Food Market","2"
"casual","Public Rack - 85th Pl & Pulaski Rd","2"
"casual","Public Rack - Peterson Ave & Bernard Ave","2"
"casual","Public Rack - Paxton Ave & 79th St","2"
"casual","Public Rack - Paul Revere Elementary School","2"
"casual","Public Rack - Panama Ave & Forest Preserve Ave","2"
"casual","Public Rack - Ozanam Ave & Devon Ave","2"
"casual","Public Rack - 2302 S Pulaski Rd","2"
"casual","Public Rack - Northwest Hwy & Neva Ave","2"
"casual","Public Rack - Normal Blvd & 61st Pl","2"
"casual","Public Rack - Nordica Ave & Higgins Ave","2"
"casual","North Boundary Park","2"
"casual","Public Rack - Neenah & Dakin","2"
"casual","Public Rack - Grand Ave & North Ave","2"
"casual","Milwaukee Ave & Agatite Ave","2"
"casual","Public Rack - N Sayre Ave & W Belden Ave","2"
"casual","Public Rack - Mont Clare Ave & Higgins Ave","2"
"casual","Public Rack - Halsted St & 102nd St","2"
"casual","Public Rack - Michigan Ave & 67th St","2"
"casual","Public Rack - Michigan Ave & 107th St","2"
"casual","Long Ave & Diversey Ave","2"
"casual","Public Rack - May St & 63rd St","2"
"casual","Public Rack - Marquette Rd & 67th St","2"
"casual","Public Rack - Mackinaw Ave & 108th St","2"
"casual","Public Rack - Mackinaw Ave & 106th St","2"
"casual","Public Rack - Halsted St & 95th St - SW","2"
"casual","Public Rack - Lowe Ave & 94th St","2"
"casual","Public Rack - Loomis Blvd & 47th St","2"
"casual","Public Rack - Longwood Dr & 95th St","2"
"casual","Public Rack - Leland Ave & Melvina Ave","2"
"casual","Public Rack - Lawndale Ave & Polk St","2"
"casual","Kedzie Ave & 54th Pl","2"
"casual","Public Rack - Lawndale Ave & 63rd St","2"
"casual","Public Rack - Hamlin Ave & Chicago Ave","2"
"casual","Public Rack - Lake Shore Dr & Hayes Dr","2"
"casual","Homan Ave & 77th St","2"
"casual","Public Rack - Laflin St &51st ST","2"
"casual","Public Rack - Kostner & 83rd","2"
"casual","Public Rack - Kingston Ave & 75th St","2"
"casual","Public Rack - King Dr & Oakwood Blvd","2"
"casual","Public Rack - Kedzie Ave & 60th St","2"
"casual","Public Rack - Kedzie Ave & 54th Pl","2"
"casual","Public Rack - Kedvale Ave & Avondale Ave","2"
"casual","Wood St & 33rd St","2"
"casual","Public Rack - Karlov Ave & 26th St","2"
"casual","Public Rack - James Madison School","2"
"casual","Public Rack - Hiawatha Park","2"
"casual","Public Rack - Ingleside Ave & 79th St","2"
"casual","Public Rack - Damen Ave & 47th St","2"
"casual","Public Rack - Damen & 87th","2"
"casual","Public Rack - Cottage Grove Ave & 87th St","2"
"casual","Public Rack - Cottage Grove & 85th St","2"
"casual","Public Rack - Lafayette Ave & 87th St SW","1"
"casual","Public Rack - Calumet Ave & Garfield Blvd","1"
"casual","Public Rack - New England Ave & Grace St","1"
"casual","Public Rack - Kostner Ave & Lake St","1"
"casual","Public Rack - Torrence Ave & 103rd St","1"
"casual","Public Rack - Kostner Ave & 16th St","1"
"casual","Public Rack - William J Onahan Public School","1"
"casual","Public Rack - Cottage Grove & 84th St","1"
"casual","Public Rack - Mulligan & Northwest Hwy","1"
"casual","Public Rack - Torrence Ave & 98th St","1"
"casual","Public Rack - Winchester Ave & 87th St","1"
"casual","Public Rack - Hale Ave & 111th St","1"
"casual","Public Rack - Minnehaha Ave & Devon Ave","1"
"casual","Public Rack - Cottage Grove Ave & 98th St","1"
"casual","Public Rack - Troy & 111th St","1"
"casual","Public Rack - Halsted St & 63rd St","1"
"casual","Public Rack - Jeffery Blvd & 83rd St","1"
"casual","Public Rack - Michigan Ave & 119th St","1"
"casual","Public Rack - Michigan Ave & 110th St","1"
"casual","Glenlake Ave & Pulaski Rd","1"
"casual","Public Rack - Miami Ave & Milwaukee Ave","1"
"casual","Public Rack - Menard Ave & Madison St","1"
"casual","Public Rack - Kildare Ave & Division Ave","1"
"casual","Public Rack - Menard Ave & Leland Ave","1"
"casual","Public Rack - Menard Ave & Agusta Blvd","1"
"casual","Public Rack - McVicker Ave & Grand Ave","1"
"casual","Public Rack - Vincennes Ave & 99th St","1"
"casual","Public Rack - May St & 78th St","1"
"casual","Public Rack - Wolcott Ave & 56th St","1"
"casual","Public Rack - Ewing Ave & 96th St S","1"
"casual","Public Rack - Ewing Ave & 95th St","1"
"casual","Public Rack - Mason & Archer","1"
"casual","Lavergne Ave & 44th St","1"
"casual","Public Rack - Kilbourn Ave & Fullerton Ave","1"
"casual","Public Rack - Marquette Ave & 79th St","1"
"casual","Public Rack - Harlem & Summerdale","1"
"casual","Public Rack - Wentworth Ave & 79th St","1"
"casual","Public Rack - Wrightwood Metra Station","1"
"casual","Public Rack - Keeler Ave & 55th St","1"
"casual","Public Rack - Lowe Park","1"
"casual","Public Rack - Keeler Ave & 26th St","1"
"casual","Public Rack - Francisco Ave & Touhy Ave","1"
"casual","Public Rack - Pulaski Rd & 85th St","1"
"casual","Public Rack - Pulaski Rd & Flournoy St","1"
"casual","Public Rack - Pulaski Rd & Roosevelt Rd","1"
"casual","Public Rack - Pulaski Rd & 5th Ave","1"
"casual","Public Rack - Lorel Ave & Chicago Ave","1"
"casual","Public Rack - Richmond St & Thorndale Ave","1"
"casual","Public Rack - Homan Ave & Lake St","1"
"casual","Damen Ave & 77th St","1"
"casual","Public Rack - Pulaski Rd & 40th St","1"
"casual","Public Rack - Western & 74th","1"
"casual","Public Rack - Harlem and W. 59th","1"
"casual","Public Rack - Princeton Ave & 99th Pl","1"
"casual","Public Rack - Western Ave & 106th St - West","1"
"casual","Public Rack - Zapata Academy","1"
"casual","Public Rack - Ashland Ave & 76th St","1"
"casual","Public Rack - Independence Blvd & Roosevelt","1"
"casual","Public Rack - Roscoe St & Osceola Ave","1"
"casual","Public Rack - Brighton Park Branch Chicago Library","1"
"casual","Public Rack - Ashland Ave & 46th St","1"
"casual","Public Rack - Ashburn Metra ","1"
"casual","Public Rack - Brooks Park","1"
"casual","Public Rack - Sacramento & 71st","1"
"casual","Public Rack - Hamilton Park","1"
"casual","Public Rack - Damen & 81st","1"
"casual","Public Rack - Albany Ave & 103rd St","1"
"casual","Public Rack - Kedzie & 71st","1"
"casual","Public Rack - Ada St & 95th St","1"
"casual","Public Rack - Ada St & 119th St","1"
"casual","Public Rack - Ada St & 117th St","1"
"casual","Public Rack - Sangamon St & 87th St","1"
"casual","Kedzie Ave & 38th St","1"
"casual","Public Rack - 83rd St (Avalon Park) Metra","1"
"casual","Public Rack - 83rd Pl & Kedzie Ave N","1"
"casual","Public Rack - Senka ""Edward Duke"" Park","1"
"casual","Public Rack - Eggleston Ave & 115th St","1"
"casual","Public Rack - 63rd & Western Ave S","1"
"casual","Public Rack - Lawndale & 63rd St","1"
"casual","Public Rack - Western Ave & 111th St - NW","1"
"casual","Public Rack - Spaulding Ave & 71st St","1"
"casual","Public Rack - East End Ave & 87th St","1"
"casual","Public Rack - Ewing Ave & 106th St NW","1"
"casual","Public Rack - Oleander Ave & Addison St","1"
"casual","Public Rack - Western Blvd & 53rd St","1"
"casual","Public Rack - Spaulding Ave & Foster Ave","1"
"casual","Public Rack - Oketo & Northwest Hwy","1"
"casual","Public Rack - Oglesby Ave & 95th St","1"
"casual","Public Rack - Burnside Academy","1"
"casual","Public Rack - Oglesby Ave & 105th St","1"
"casual","Public Rack - Houston Ave & 91st St","1"
"casual","Public Rack - St Louis & 83rd","1"
"casual","Public Rack - Northwest Hwy & Overhill Ave","1"
"casual","Public Rack - Crandon Ave & 80th St","1"
"casual","Public Rack - Northwest Hwy & Highland Ave","1"
"casual","Public Rack - Damen Ave & 84th St","1"
"casual","Public Rack - Wilbur Wright College North","1"
"casual","Public Rack - Nordica Ave & Addison St","1"
"casual","Public Rack - Stony Is Ave & 73rd St","1"
"casual","Oketo Ave & Addison","1"
"casual","Public Rack - Calumet Ave & 133rd St","1"
"casual","Oconto Ave & Belmont Ave","1"
"member","Clinton St & Washington Blvd","27346"
"member","Kingsbury St & Kinzie St","26324"
"member","Clark St & Elm St","24298"
"member","Clinton St & Madison St","22168"
"member","Wells St & Concord Ln","20427"
"member","Wells St & Elm St","20337"
"member","University Ave & 57th St","18894"
"member","Broadway & Barry Ave","17960"
"member","Clinton St & Jackson Blvd","17730"
"member","State St & Chicago Ave","17479"
"member","Dearborn St & Erie St","17303"
"member","Larrabee St & Kingsbury St","17256"
"member","Loomis St & Lexington St","16853"
"member","Canal St & Adams St","16656"
"member","Morgan St & Polk St","16509"
"member","Wilton Ave & Belmont Ave","16412"
"member","Wells St & Huron St","16276"
"member","Sheffield Ave & Fullerton Ave","16206"
"member","Streeter Dr & Grand Ave","16125"
"member","Desplaines St & Kinzie St","15956"
"member","State St & 33rd St","15814"
"member","Ellis Ave & 60th St","15804"
"member","Wells St & Hubbard St","15686"
"member","Kingsbury St & Erie St","15591"
"member","DuSable Lake Shore Dr & North Blvd","15568"
"member","Wabash Ave & Grand Ave","15141"
"member","Broadway & Waveland Ave","14653"
"member","Canal St & Madison St","14613"
"member","Ashland Ave & Division St","14512"
"member","Clark St & Armitage Ave","14417"
"member","Michigan Ave & Oak St","14348"
"member","Indiana Ave & Roosevelt Rd","14263"
"member","Dearborn Pkwy & Delaware Pl","14190"
"member","Clark St & Lincoln Ave","14103"
"member","MLK Jr Dr & 29th St","14057"
"member","Clark St & Wrightwood Ave","13854"
"member","Halsted St & Clybourn Ave","13831"
"member","Ellis Ave & 55th St","13800"
"member","Wabash Ave & Roosevelt Rd","13725"
"member","Pine Grove Ave & Waveland Ave","13719"
"member","Lincoln Ave & Fullerton Ave","13710"
"member","Halsted St & Polk St","13708"
"member","Green St & Madison St","13678"
"member","Daley Center Plaza","13594"
"member","Clinton St & Lake St","13467"
"member","Broadway & Cornelia Ave","13398"
"member","Michigan Ave & Washington St","13370"
"member","Dearborn St & Monroe St","13352"
"member","St. Clair St & Erie St","13320"
"member","LaSalle St & Illinois St","13303"
"member","Ravenswood Ave & Lawrence Ave","13295"
"member","Theater on the Lake","13293"
"member","Orleans St & Merchandise Mart Plaza","13089"
"member","Clark St & Drummond Pl","13064"
"member","Peoria St & Jackson Blvd","12932"
"member","Southport Ave & Waveland Ave","12664"
"member","Damen Ave & Pierce Ave","12489"
"member","Halsted St & Fulton St","12481"
"member","Columbus Dr & Randolph St","12474"
"member","LaSalle St & Jackson Blvd","12436"
"member","DuSable Lake Shore Dr & Diversey Pkwy","12396"
"member","McClurg Ct & Ohio St","12394"
"member","Sheridan Rd & Irving Park Rd","12374"
"member","Michigan Ave & Lake St","12357"
"member","Calumet Ave & 33rd St","12200"
"member","Clark St & Schiller St","12180"
"member","Halsted St & Roscoe St","11847"
"member","Federal St & Polk St","11750"
"member","Clark St & Lake St","11729"
"member","Sheffield Ave & Waveland Ave","11690"
"member","Sedgwick St & Huron St","11586"
"member","Southport Ave & Roscoe St","11528"
"member","Halsted St & Wrightwood Ave","11522"
"member","Larrabee St & Webster Ave","11511"
"member","Canal St & Monroe St","11466"
"member","Franklin St & Lake St","11444"
"member","Clark St & Newport St","11404"
"member","Franklin St & Monroe St","11384"
"member","New St & Illinois St","11250"
"member","Lakeview Ave & Fullerton Pkwy","11162"
"member","Franklin St & Jackson Blvd","11155"
"member","Pine Grove Ave & Irving Park Rd","11116"
"member","Aberdeen St & Jackson Blvd","11116"
"member","Racine Ave & Fullerton Ave","11010"
"member","DuSable Lake Shore Dr & Belmont Ave","10960"
"member","Kimbark Ave & 53rd St","10907"
"member","Wells St & Evergreen Ave","10851"
"member","Sheffield Ave & Webster Ave","10842"
"member","McClurg Ct & Erie St","10797"
"member","Sheffield Ave & Wellington Ave","10686"
"member","Broadway & Sheridan Rd","10442"
"member","Clarendon Ave & Gordon Ter","10338"
"member","Fairbanks Ct & Grand Ave","10336"
"member","Sheridan Rd & Montrose Ave","10320"
"member","Wilton Ave & Diversey Pkwy","10268"
"member","May St & Taylor St","10262"
"member","DuSable Lake Shore Dr & Monroe St","10249"
"member","Broadway & Belmont Ave","10230"
"member","Clark St & Winnemac Ave","10047"
"member","State St & Randolph St","10030"
"member","Sheffield Ave & Wrightwood Ave","10022"
"member","Milwaukee Ave & Grand Ave","9997"
"member","Desplaines St & Jackson Blvd","9991"
"member","Millennium Park","9975"
"member","Rush St & Cedar St","9946"
"member","Clark St & Wellington Ave","9945"
"member","Rush St & Superior St","9834"
"member","DuSable Lake Shore Dr & Wellington Ave","9807"
"member","Sheffield Ave & Kingsbury St","9734"
"member","Stockton Dr & Wrightwood Ave","9549"
"member","Franklin St & Illinois St","9450"
"member","Halsted St & Dickens Ave","9424"
"member","Sedgwick St & North Ave","9335"
"member","Sedgwick St & Webster Ave","9286"
"member","State St & Kinzie St","9269"
"member","Canal St & Jackson Blvd","9237"
"member","Burling St & Diversey Pkwy","9113"
"member","Mies van der Rohe Way & Chicago Ave","9085"
"member","900 W Harrison St","9055"
"member","Wood St & Milwaukee Ave","8689"
"member","Wabash Ave & 9th St","8669"
"member","Ogden Ave & Chicago Ave","8631"
"member","Honore St & Division St","8538"
"member","Milwaukee Ave & Wabansia Ave","8432"
"member","Southport Ave & Wellington Ave","8404"
"member","Franklin St & Chicago Ave","8353"
"member","Michigan Ave & 14th St","8305"
"member","Montrose Harbor","8181"
"member","Lincoln Ave & Diversey Pkwy","8166"
"member","Dayton St & North Ave","8082"
"member","Rhodes Ave & 32nd St","8031"
"member","Sangamon St & Lake St","8005"
"member","Broadway & Wilson Ave","7979"
"member","Racine Ave & Belmont Ave","7974"
"member","Southport Ave & Belmont Ave","7920"
"member","Clark St & Chicago Ave","7848"
"member","Wells St & Walton St","7816"
"member","Sheridan Rd & Buena Ave","7775"
"member","Mies van der Rohe Way & Chestnut St","7685"
"member","Clarendon Ave & Junior Ter","7679"
"member","Financial Pl & Ida B Wells Dr","7650"
"member","Bissell St & Armitage Ave*","7650"
"member","Halsted St & Maxwell St","7548"
"member","Woodlawn Ave & 55th St","7532"
"member","Clark St & Berwyn Ave","7515"
"member","Aberdeen St & Monroe St","7409"
"member","California Ave & Milwaukee Ave","7387"
"member","Aberdeen St & Randolph St","7386"
"member","Wacker Dr & Washington St","7364"
"member","Southport Ave & Wrightwood Ave","7352"
"member","Larrabee St & Oak St","7347"
"member","Clifton Ave & Armitage Ave","7277"
"member","LaSalle Dr & Huron St","7193"
"member","Carpenter St & Huron St","7173"
"member","Cityfront Plaza Dr & Pioneer Ct","7154"
"member","Greenview Ave & Fullerton Ave","7142"
"member","Clark St & Grace St","7112"
"member","Morgan St & Lake St*","7097"
"member","Franklin St & Adams St (Temp)","7051"
"member","Wells St & Polk St","7014"
"member","Larrabee St & Division St","7002"
"member","Damen Ave & Chicago Ave","6999"
"member","Elizabeth St & Randolph St","6968"
"member","Wolcott Ave & Polk St","6959"
"member","Stetson Ave & South Water St","6935"
"member","Lake Park Ave & 56th St","6932"
"member","Elston Ave & Cortland St","6922"
"member","Halsted St & Willow St","6915"
"member","Kedzie Ave & Milwaukee Ave","6881"
"member","Wabash Ave & Adams St","6867"
"member","Michigan Ave & 8th St","6865"
"member","Clark St & North Ave","6858"
"member","Damen Ave & Cortland St","6792"
"member","Field Blvd & South Water St","6787"
"member","Paulina St & Flournoy St","6781"
"member","Rush St & Hubbard St","6779"
"member","Ritchie Ct & Banks St","6743"
"member","Racine Ave & Congress Pkwy","6713"
"member","Clark St & Leland Ave","6710"
"member","Halsted St & Roosevelt Rd","6689"
"member","Wabash Ave & Wacker Pl","6679"
"member","Ellis Ave & 58th St","6614"
"member","State St & Pearson St","6614"
"member","Lincoln Ave & Melrose St","6583"
"member","Lakefront Trail & Bryn Mawr Ave","6523"
"member","Jefferson St & Monroe St","6520"
"member","Western Ave & Winnebago Ave","6516"
"member","Blackstone Ave & 59th St","6464"
"member","Dearborn St & Adams St","6441"
"member","Dusable Harbor","6385"
"member","Sheffield Ave & Willow St","6354"
"member","Shore Dr & 55th St","6337"
"member","Ogden Ave & Race Ave","6264"
"member","Desplaines St & Randolph St","6224"
"member","Orleans St & Chestnut St (NEXT Apts)","6030"
"member","Broadway & Argyle St","6024"
"member","LaSalle St & Washington St","5963"
"member","Wabash Ave & 16th St","5926"
"member","Orleans St & Hubbard St","5924"
"member","Lincoln Park Conservatory","5848"
"member","Michigan Ave & 18th St","5830"
"member","Eckhart Park","5827"
"member","Clark St & Bryn Mawr Ave","5799"
"member","Wood St & Chicago Ave","5765"
"member","Clark St & Ida B Wells Dr","5755"
"member","Damen Ave & Division St","5719"
"member","Southport Ave & Irving Park Rd","5701"
"member","Burnham Harbor","5681"
